ID	DOCULECT	CONCEPT	FORM	TOKENS	COGID	SOURCE	NOTE
2659	Lhasa	Star	k.aː.⁵⁵.◦.m.a.⁵⁵	k aː ⁵⁵ + m a ⁵⁵		Sagart2019	
2660	Alike	Star	r.k.a.r._.m.æ	r.k a.r + m æ		Sagart2019	!
2661	Xiahe	Star	h.k.a.r._.m.a	h.k a.r + m a		Sagart2019	!
2662	OldChinese	Star	s.+.tsʰˤ.e.ŋ	s + tsʰˤ e.ŋ		Sagart2019	
262	Gyalsumdo	Stick	kjukpa	k.j u.k + p a		Dhakal2024	[x]
522	Jirel	Stick	dəndi	d̪ ə + ⁿd/d̪ i		Dhakal2024	[x]
774	Kagate	Stick	perka	p e.r + k a		Dhakal2024	[x]
1033	Lowa	Stick	pekjoʔ	p e.k + j o.ʔ		Dhakal2024	[x]
1279	Nubri	Stick	pikpa	p i.k + p a		Dhakal2024	[x]
1280	Nubri	Stick	peɹka	p e.ɹ + k a		Dhakal2024	[x]
1526	Sherpa	Stick	t̪oŋləŋ	t̪ o.ŋ + l ə.ŋ		Dhakal2024	[x]
1784	Tsum	Stick	perka	p e.ɹ + k a		Dhakal2024	[x]
2037	Yolmo	Stick	pɹeka	p !ɹ/e.!Ø/ɹ + k a		Dhakal2024	[x]
2663	OldTibetan	Stick	d.b.j.u.g	d.b.j u.g		Sagart2019	
2664	Batang	Stick	j.ᴜ.⁵⁵.◦.p.ɑ.ʔ.⁵³	j u ⁵⁵ + p ɑ.ʔ ⁵³		Sagart2019	
2665	Lhasa	Stick	j.u.k.⁵⁵.◦.p.ə.⁵⁵	j u.k ⁵⁵ + p ə ⁵⁵		Sagart2019	
2666	Xiahe	Stick	ʔ.o._.tɕ.o	ʔ o./o + tɕ o		Sagart2019	
2667	Lhasa	Stick	c.u.k.¹³.◦.p.a.⁵²	c u.k ¹³ + p a ⁵²		Sagart2019	
2668	Alike	Stick	o._.tɕh.o	o + tɕʰ o		Sagart2019	
2669	OldChinese	Stick	m.+.t.r.a.ŋ.ʔ	m + t r a ŋ ʔ		Sagart2019	
59	Gyalsumdo	Stone	t̪o	t̪ o		Dhakal2024	[x]
321	Jirel	Stone	nd̪o	ⁿd/d̪ o		Dhakal2024	[x]
579	Kagate	Stone	t̪o	t̪ o		Dhakal2024	[x]
834	Lowa	Stone	t̪okoŋ	t̪ o + k o.ŋ		Dhakal2024	[x]
1089	Nubri	Stone	t̪oh	t̪ o.h		Dhakal2024	[x]
1339	Sherpa	Stone	d̪o	d̪ o		Dhakal2024	[x]
1583	Tsum	Stone	t̪o	t̪ o		Dhakal2024	[x]
1845	Yolmo	Stone	t̪o	t̪ o		Dhakal2024	[x]
2670	OldTibetan	Stone	r.d.o	r.d o		Sagart2019	
2671	Alike	Stone	r.d.o	r.d o		Sagart2019	
2672	Xiahe	Stone	d.o	d o		Sagart2019	
2673	Batang	Stone	d.ᴜ.⁵³	d u ⁵³		Sagart2019	
2674	Lhasa	Stone	t.o.¹³	t o ¹³		Sagart2019	
2675	OldChinese	Stone	d.ᴀ.k	d ɑ̟.k		Sagart2019	
47	Gyalsumdo	Sun	ɲima	ɲ i + m a		Dhakal2024	[x]
309	Jirel	Sun	ɲima	ɲ i + m a		Dhakal2024	[x]
568	Kagate	Sun	ŋima	ŋ i + m a		Dhakal2024	[x]
822	Lowa	Sun	ɲima	ɲ i + m a		Dhakal2024	[x]
1078	Nubri	Sun	ɲo	ɲ o		Dhakal2024	[x]
1327	Sherpa	Sun	ɲima	ɲ i + m a		Dhakal2024	[x]
1572	Tsum	Sun	ɲiã	ɲ i + !Ø/m ã/a		Dhakal2024	[x]
1833	Yolmo	Sun	ɲima	ɲ i + m a		Dhakal2024	[x]
2676	OldTibetan	Sun	ɲ.i.m.a	ɲ i + m a		Sagart2019	
2677	Batang	Sun	n.ɪ.¹³.◦.m.ɑ.⁵⁵	n ɪ ¹³ + m ɑ ⁵⁵		Sagart2019	
2678	Lhasa	Sun	ȵ.i.¹³.◦.m.ə.⁵⁵	ȵ i ¹³ + m ə ⁵⁵		Sagart2019	
2679	Xiahe	Sun	ȵ.ə._.m.a	ȵ ə + m a		Sagart2019	
2680	Alike	Sun	ȵ.ə._.m.æ	ȵ ə + m æ		Sagart2019	
2681	OldChinese	Sun	C/.+.n.i.k	ç/k + n i.k		Sagart2019	
102	Gyalsumdo	Tail	ŋama	ŋ a + m a		Dhakal2024	[x]
364	Jirel	Tail	ŋama	ŋ a + m a		Dhakal2024	[x]
620	Kagate	Tail	ŋama	ŋ a + m a		Dhakal2024	[x]
877	Lowa	Tail	ŋama	ŋ a + m a		Dhakal2024	[x]
1130	Nubri	Tail	ŋõ	ŋ !õ/o		Dhakal2024	[x]
1380	Sherpa	Tail	ŋəma	ŋ ə + m a		Dhakal2024	[x]
1624	Tsum	Tail	ŋa	ŋ a		Dhakal2024	[x]
1886	Yolmo	Tail	ŋama	ŋ a + m a		Dhakal2024	[x]
2682	OldTibetan	Tail	r.ŋ.a.m.a	r.ŋ a + m a		Sagart2019	
2683	Lhasa	Tail	ŋ.a.⁵⁵.◦.m.a.⁵⁵	ŋ a ⁵⁵ + m a ⁵⁵		Sagart2019	
2684	Lhasa	Tail	ɕ.u.¹³.◦.k.u.⁵⁵	ɕ u ¹³ + k u ⁵⁵		Sagart2019	
2685	Batang	Tail	ŋ.a.⁵⁵.◦.m.a.⁵³	ŋ a ⁵⁵ + m a ⁵³		Sagart2019	
2686	Alike	Tail	r.ŋ.a._.m.æ	r.ŋ a + m æ		Sagart2019	!
2687	Xiahe	Tail	h.ŋ.a._.m.a	h.ŋ a + m a		Sagart2019	
2688	OldChinese	Tail	m.ə.j.ʔ	m ə.j ʔ		Sagart2019	
2689	OldTibetan	Tail	m.dʑ.u.g.+.m.a	m.dʑ u.g + m a		Sagart2019	
10	Gyalsumdo	Teeth	so	s o		Dhakal2024	[x]
276	Jirel	Teeth	sa	s a		Dhakal2024	[x]
535	Kagate	Teeth	so	s o		Dhakal2024	[x]
788	Lowa	Teeth	so	s o		Dhakal2024	[x]
1046	Nubri	Teeth	sa	s a		Dhakal2024	[x]
1294	Sherpa	Teeth	sa	s a		Dhakal2024	[x]
1539	Tsum	Teeth	sa	s a		Dhakal2024	[x]
1800	Yolmo	Teeth	so	s o		Dhakal2024	[x]
2747	OldTibetan	Teeth	s.o	s o		Sagart2019	
2748	Batang	Teeth	s.ᴜ.⁵³	s u ⁵³		Sagart2019	
2749	Xiahe	Teeth	sʰ.o	sʰ o		Sagart2019	???
2750	Lhasa	Teeth	s.o.⁵⁵	s o ⁵⁵		Sagart2019	
2751	Alike	Teeth	sʰ.o	sʰ o		Sagart2019	
2752	OldChinese	Teeth	t.+.kʰ.ə.ʔ	t + kʰ ə.ʔ		Sagart2019	#634 PTB *d-ŋa TUSK / TOOTH, or *t.ŋ̊əʔ
175	Gyalsumdo	Ten	tɕu	tɕ u.!Ø/k		Dhakal2024	[x]
434	Jirel	Ten	tɕut̪amba	tɕ u + t̪ a.m + b a		Dhakal2024	[x]
691	Kagate	Ten	tɕju	tɕj/tɕ u		Dhakal2024	[x]
948	Lowa	Ten	tɕu	tɕ u		Dhakal2024	[x]
1198	Nubri	Ten	tɕju	tɕj/tɕ u		Dhakal2024	[x]
1448	Sherpa	Ten	tɕju	tɕj/tɕ u		Dhakal2024	[x]
1691	Tsum	Ten	tɕu	tɕ u		Dhakal2024	[x]
1953	Yolmo	Ten	tɕju	tɕj/tɕ u		Dhakal2024	[x]
2690	OldTibetan	Ten	b.tɕ.u	b.tɕ u		Sagart2019	
2691	Xiahe	Ten	tɕ.ə._.th.a._.m.b.a	tɕ ə + tʰ a + m.b a		Sagart2019	!
2692	Lhasa	Ten	tɕ.u.⁵⁵	tɕ u ⁵⁵		Sagart2019	
2693	Alike	Ten	p.tɕ.ə	p.tɕ ə		Sagart2019	!
2694	Batang	Ten	tɕ.ᴜ.⁵³	tɕ u ⁵³		Sagart2019	
2695	OldChinese	Ten	t.+.g.ə.p	t + g ə.p		Sagart2019	
187	Gyalsumdo	That	ot̪i	o + t̪ i		Dhakal2024	[x]
446	Jirel	That	t̪ʰe	t̪ʰ e		Dhakal2024	[x]
703	Kagate	That	wokʰo	w o + kʰ o		Dhakal2024	[x]
961	Lowa	That	jy	j y		Dhakal2024	[x]
962	Lowa	That	wy	!w/j y		Dhakal2024	[x]
1211	Nubri	That	pʰu	pʰ u		Dhakal2024	[x]
1460	Sherpa	That	t̪ʰi	t̪ʰ i		Dhakal2024	[x]
1703	Tsum	That	o	o		Dhakal2024	[x]
1966	Yolmo	That	pʰarŋe	pʰ a.r + ŋ e		Dhakal2024	[x]
2696	OldTibetan	That	d.e	d e		Sagart2019	
2697	Lhasa	That	ph.ə.⁵⁵._.k.i.⁵⁵	pʰ ə ⁵⁵ + k i ⁵⁵		Sagart2019	
2698	Batang	That	e.¹³._.d.e.⁵³	e ¹³ + d e ⁵³		Sagart2019	
2699	Xiahe	That	k.a.n	k a.n		Sagart2019	
2700	Alike	That	k.a.n._.n.æ	k a.n + n æ		Sagart2019	
2701	OldChinese	That	p.a.j.ʔ	p a.j ʔ		Sagart2019	
186	Gyalsumdo	This	t̪i	t̪ i		Dhakal2024	[x]
445	Jirel	This	nd̪i	ⁿd/d̪ i		Dhakal2024	[x]
702	Kagate	This	d̪ikʰo	d̪ i + kʰ o		Dhakal2024	[x]
960	Lowa	This	nd̪i	ⁿd/d i		Dhakal2024	[x]
1209	Nubri	This	t̪i	!t̪/d̪ i		Dhakal2024	[x]
1210	Nubri	This	d̪i	d̪ i		Dhakal2024	[x]
1459	Sherpa	This	d̪i	d̪ i		Dhakal2024	[x]
1702	Tsum	This	nd̪i	ⁿd/d̪ i		Dhakal2024	[x]
1965	Yolmo	This	nd̪i	ⁿd/d̪ i		Dhakal2024	[x]
2702	OldTibetan	This	ɴ.d.i	ɴ.d i		Sagart2019	
2703	Lhasa	This	t.i.¹³	t i ¹³		Sagart2019	
2704	Xiahe	This	n.d.ə	n.d ə		Sagart2019	!
2705	Batang	This	ʔ.e.⁵⁵._.d.e.⁵³	ʔ e ⁵⁵ + d e ⁵³		Sagart2019	
2706	Alike	This	n.d.ə	n.d ə		Sagart2019	!
2707	OldChinese	This	tsʰ.e.ʔ	tsʰ e.ʔ		Sagart2019	
167	Gyalsumdo	Three	sum	s u.m		Dhakal2024	[x]
427	Jirel	Three	sum	s u.m		Dhakal2024	[x]
684	Kagate	Three	sum	s u.m		Dhakal2024	[x]
940	Lowa	Three	sum	s u.m		Dhakal2024	[x]
1190	Nubri	Three	sum	s u.m		Dhakal2024	[x]
1441	Sherpa	Three	sum	s u.m		Dhakal2024	[x]
1684	Tsum	Three	sum	s u.m		Dhakal2024	[x]
1946	Yolmo	Three	sum	s u.m		Dhakal2024	[x]
2715	OldTibetan	Three	g.s.u.m	g.s u.m		Sagart2019	
2716	Batang	Three	s.ɑ̃.∼.⁵⁵	s ɑ̃ ⁵⁵		Sagart2019	
2717	Xiahe	Three	h.s.ə.m	h.s ə.m		Sagart2019	!
2718	Lhasa	Three	s.u.m.⁵⁵	s u.m ⁵⁵		Sagart2019	
2719	Alike	Three	ɣ.s.ə.m	ɣ.s ə.m		Sagart2019	! ɣs
2720	OldChinese	Three	s.r.u.m	s.r u.m		Sagart2019	
200	Gyalsumdo	To bite	ale	a + l e		Dhakal2024	[x]
201	Gyalsumdo	To bite	soɡjapb	s o + g.j a.!pb/p		Dhakal2024	[x]
459	Jirel	To bite	muɹtɕja	m u.ɹ + tɕ.j a		Dhakal2024	[x]
460	Jirel	To bite	muɹab	m u.!Ø/ɹ + ɹ a.b		Dhakal2024	[x]
715	Kagate	To bite	murtse	m u.r + !ts/dz e		Dhakal2024	[x]
975	Lowa	To bite	soɡjapje	s o + g.j a.p + j e		Dhakal2024	[x]
976	Lowa	To bite	mukje	m u.g/k + j e		Dhakal2024	[x]
1222	Nubri	To bite	soɡjap	s o + g.j a.p		Dhakal2024	[x]
1471	Sherpa	To bite	sət̪əbu	s ə + t̪ ə + b u		Dhakal2024	[x]
1715	Tsum	To bite	sat̪ob	s a + t̪ o.b		Dhakal2024	[x]
1978	Yolmo	To bite	muɹd̪uŋ	m u.ɹ + d̪ u.ŋ		Dhakal2024	[x]
2090	OldTibetan	To bite	b.z.a.s	b.z a.s		Sagart2019	
2091	Lhasa	To bite	s.o.⁵⁵._.c.a.¹³²	s o ⁵⁵ + c a ¹³²		Sagart2019	
2092	Batang	To bite	ndʐ.ɛ.ʔ.⁵³	ⁿɖʐ ɛ.ʔ ⁵³		Sagart2019	!
2093	Xiahe	To bite	sʰ.o._.nd.e.p	sʰ o + ⁿd e.p		Sagart2019	!
2094	Alike	To bite	w.a._.w.d.i._.w.ɟ.j.a.p	w a + w.d i + w.ɟ.j a.p		Sagart2019	!
2095	OldChinese	To bite	d.e.t.+.s	d e.t + s		Sagart2019	
2096	OldTibetan	To bite	r.m.u.g	r.m u.g		Sagart2019	
264	Gyalsumdo	To chew	leke	l e + k e		Dhakal2024	[x]
524	Jirel	To chew	muɹat̪e	m u.!Ø/ɹ + ɹ a + t̪ e		Dhakal2024	[x]
776	Kagate	To chew	d̪etse	d̪ e + !ts/dz e		Dhakal2024	[x]
1035	Lowa	To chew	leje	l e + j e		Dhakal2024	[x]
1283	Nubri	To chew	muɹ	m u.ɹ		Dhakal2024	[x]
1528	Sherpa	To chew	leku	l e + k u		Dhakal2024	[x]
1787	Tsum	To chew	tɹoʔ	t̪.ɹ o.ʔ		Dhakal2024	[x]
2039	Yolmo	To chew	muɾt̪oŋ	m u.!ɾ/ɹ + !t̪/d̪ !o/u.ŋ		Dhakal2024	[x]
2123	OldTibetan	To chew	ɴ.tɕʰ.a	ɴ.tɕʰ a		Sagart2019	
2124	Xiahe	To chew	d.a.l	d a.l		Sagart2019	
2125	Lhasa	To chew	m.u.r.¹³	m u.r ¹³		Sagart2019	
2126	Batang	To chew	tɕ.a.⁵³	tɕ a ⁵³		Sagart2019	
2127	Alike	To chew	m.o._.r.e	m o + r e		Sagart2019	
2128	Alike	To chew	r.d.a.t	r.d a.t		Sagart2019	!
2129	Batang	To chew	m.ᴜ.²³¹	m u ²³¹		Sagart2019	
2130	OldChinese	To chew	dz.e.w.k.+.s	dz e.w.k + s		Sagart2019	
216	Gyalsumdo	To come	ɕjo	ɕ.j o		Dhakal2024	
217	Gyalsumdo	To come	oŋ	o.ŋ		Dhakal2024	
483	Jirel	To come	ɕjok	ɕ.j o.k		Dhakal2024	
730	Kagate	To come	oŋdze	o.ŋ + dz e		Dhakal2024	
991	Lowa	To come	uŋje	u.ŋ + j e		Dhakal2024	
1237	Nubri	To come	oŋ	o.ŋ		Dhakal2024	
1486	Sherpa	To come	uŋgu	u.ŋ + g u		Dhakal2024	
1734	Tsum	To come	ɕjoʔ	ɕ.j o.ʔ		Dhakal2024	
1735	Tsum	To come	leuʑuŋ	l eu + ʑ u.ŋ		Dhakal2024	
1993	Yolmo	To come	ɕjo	ɕ.j o		Dhakal2024	
2149	OldTibetan	To come	j.o.ŋ	j o.ŋ		Sagart2019	
2150	Lhasa	To come	ɕ.o.⁵²	ɕ o.⁵²		Sagart2019	
2151	Lhasa	To come	j.o.ŋ.¹³	j o.ŋ ¹³		Sagart2019	
2152	Lhasa	To come	ph.e.⁵²	pʰ e ⁵²		Sagart2019	
2153	Batang	To come	ʔ.õ.∼.¹³	ʔ õ ¹³		Sagart2019	
2154	Batang	To come	xh.o.ʔ.⁵³	xʰ o.ʔ ⁵³		Sagart2019	
2155	Xiahe	To come	j.o.ŋ	j o.ŋ		Sagart2019	
2156	Alike	To come	j.o.ŋ	j o.ŋ		Sagart2019	
2157	Alike	To come	xh.o.k	xʰ o.k		Sagart2019	?
2158	OldChinese	To come	m.ə.+.rˤ.ə.k	m ə + rˤ ə.k		Sagart2019	
210	Gyalsumdo	To die	ɕi	ɕ i		Dhakal2024	← Chinese sǐ
474	Jirel	To die	ɕjapt̪e	ɕ.j a.p + t̪ e		Dhakal2024	? ← Chinese sǐ
724	Kagate	To die	ɕidze	ɕ i + dz e		Dhakal2024	← Chinese sǐ
985	Lowa	To die	ɕije	ɕ i + j e		Dhakal2024	← Chinese sǐ
1231	Nubri	To die	ɕi	ɕ i		Dhakal2024	← Chinese sǐ
1480	Sherpa	To die	ɕiu	ɕ i + u		Dhakal2024	← Chinese sǐ
1727	Tsum	To die	ɕiso	ɕ i + s o		Dhakal2024	← Chinese sǐ
1987	Yolmo	To die	ɕid̪e	ɕ i + d̪ e		Dhakal2024	← Chinese sǐ
2165	OldTibetan	To die	ɕ.i	ɕ i		Sagart2019	
2166	Lhasa	To die	ɕ.i.⁵⁵	ɕ i ⁵⁵		Sagart2019	
2167	Batang	To die	xh.i.⁵³	xʰ i ⁵³		Sagart2019	
2168	Xiahe	To die	xh.ə	xʰ ə		Sagart2019	
2169	Alike	To die	xh.ə	xʰ ə		Sagart2019	?
2170	OldChinese	To die	s.i.j.ʔ	s i.j ʔ		Sagart2019	
203	Gyalsumdo	To drink	t̪ʰuŋ	t̪ʰ u.ŋ		Dhakal2024	[x]
463	Jirel	To drink	t̪ʰuŋ	t̪ʰ u.ŋ		Dhakal2024	[x]
464	Jirel	To drink	t̪ʰubat̪e	t̪ʰ u.!Ø/ŋ + b a + t̪ e		Dhakal2024	[x]
717	Kagate	To drink	t̪ʰuŋdze	t̪ʰ u.ŋ + dz e		Dhakal2024	[x]
978	Lowa	To drink	t̪ʰuŋje	t̪ʰ u.ŋ + j e		Dhakal2024	[x]
1224	Nubri	To drink	t̪ʰuŋ	t̪ʰ u.ŋ		Dhakal2024	[x]
1473	Sherpa	To drink	t̪ʰuŋɡu	t̪ʰ u.ŋ + g u		Dhakal2024	[x]
1717	Tsum	To drink	t̪ʰuŋ	t̪ʰ u.ŋ		Dhakal2024	[x]
1980	Yolmo	To drink	t̪ʰuŋd̪uŋ	t̪ʰ u.ŋ + !d̪/t̪ʰ u.ŋ		Dhakal2024	[x]
2177	OldTibetan	To drink	ɴ.tʰ.u.ŋ	ɴ.tʰ u.ŋ		Sagart2019	
2178	Lhasa	To drink	th.u.ŋ.⁵⁵	tʰ u.ŋ ⁵⁵		Sagart2019	
2179	Xiahe	To drink	th.o.ŋ	tʰ o.ŋ		Sagart2019	
2180	Alike	To drink	th.o.ŋ	tʰ o.ŋ		Sagart2019	
2181	Batang	To drink	th.û.⁵⁵	tʰ û/u ⁵⁵		Sagart2019	
2182	OldChinese	To drink	q.u.m.ʔ	q u.m ʔ		Sagart2019	
199	Gyalsumdo	To eat	se	s e		Dhakal2024	[x]
456	Jirel	To eat	so	s o		Dhakal2024	[x]
457	Jirel	To eat	soba	s o + b a		Dhakal2024	[x]
458	Jirel	To eat	sabla	s a.b + l a		Dhakal2024	[x]
714	Kagate	To eat	sadze	s a + dz e		Dhakal2024	[x]
974	Lowa	To eat	saje	s a + j e		Dhakal2024	[x]
1221	Nubri	To eat	seji	s e + j i		Dhakal2024	[x]
1470	Sherpa	To eat	sap	s a.p		Dhakal2024	[x]
1713	Tsum	To eat	so	s o		Dhakal2024	[x]
1714	Tsum	To eat	seso	s e + s o		Dhakal2024	[x]
1977	Yolmo	To eat	so	s o		Dhakal2024	[x]
2202	OldTibetan	To eat	z.a	z a		Sagart2019	
2203	Lhasa	To eat	s.a.¹³	s a ¹³		Sagart2019	
2204	Batang	To eat	s.a.²³¹	s a ²³¹		Sagart2019	
2205	Xiahe	To eat	s.a	s a		Sagart2019	
2206	Alike	To eat	s.æ	s æ		Sagart2019	
2207	OldChinese	To eat	m.ə.+.l.ə.k	m ə + l ə.k		Sagart2019	
212	Gyalsumdo	To fly	pʰiɹ	pʰ i.ɹ		Dhakal2024	
476	Jirel	To fly	pʰuɹ	pʰ u.ɹ		Dhakal2024	
477	Jirel	To fly	pʰuɹat̪e	pʰ u.!Ø/ɹ + ɹ a + t̪ e		Dhakal2024	
726	Kagate	To fly	urtse	!Ø/pʰ u.r + !ts/dz e		Dhakal2024	
987	Lowa	To fly	pʰuɾje	pʰ u.ɾ + j e		Dhakal2024	
1233	Nubri	To fly	pʰuɹ	pʰ u.ɹ		Dhakal2024	
1482	Sherpa	To fly	pʰirku	pʰ i.r + k u		Dhakal2024	
1729	Tsum	To fly	pʰiɹso	pʰ i.ɹ + s o		Dhakal2024	
1989	Yolmo	To fly	loŋ	l o.ŋ		Dhakal2024	
2270	OldTibetan	To fly	ɴ.pʰ.u.r.◦	ɴ.pʰ u.r		Sagart2019	
2271	Batang	To fly	d.ĩ.∼.⁵⁵	d ĩ ⁵⁵		Sagart2019	
2272	Xiahe	To fly	ph.ə.r	pʰ ə.r		Sagart2019	
2273	Lhasa	To fly	ph.i.r.⁵⁵	pʰ i.r ⁵⁵		Sagart2019	
2274	Alike	To fly	m.p.ə.r	m.p ə.r		Sagart2019	!
2275	OldChinese	To fly	C/.ə.+.p.ə.r	ç/k ə + p ə.r		Sagart2019	
208	Gyalsumdo	To give	t̪eɹ	t̪ e.ɹ		Dhakal2024	
471	Jirel	To give	mbind̪at̪e	ⁿb/b i.n + d̪ a + t̪ e		Dhakal2024	
722	Kagate	To give	t̪ertse	t̪ e.r + !ts/dz e		Dhakal2024	
983	Lowa	To give	t̪eɾje	t̪ e.ɾ + j e		Dhakal2024	
1229	Nubri	To give	t̪e	t̪ e		Dhakal2024	
1478	Sherpa	To give	t̪eru	t̪ e.Ø/r + r u		Dhakal2024	
1724	Tsum	To give	t̪øʔ	t̪ ø.ʔ		Dhakal2024	
1725	Tsum	To give	t̪eʔso	t̪ e.ʔ + s o		Dhakal2024	
1985	Yolmo	To give	t̪eɾt̪uŋ	t̪ e.ɾ/ɹ + t̪ u.ŋ		Dhakal2024	
2288	OldTibetan	To give	s.b.ʲ.i.n	s.b.j i.n		Sagart2019	
2289	Lhasa	To give	tʂ.ɛ.⁵²	ʈʂ ɛ ⁵²		Sagart2019	
2290	Lhasa	To give	t.eː.⁵⁵	t eː ⁵⁵		Sagart2019	
2291	Xiahe	To give	h.t.e.r	h.t e.r		Sagart2019	!
2292	Alike	To give	r.t.e.r	r.t e.r		Sagart2019	!
2293	Alike	To give	w.ɕ.ə.n	w.ɕ ə.n		Sagart2019	!
2294	Batang	To give	t.ɛ.ʔ.⁵³	t ɛ.ʔ ⁵³		Sagart2019	
2295	OldChinese	To give	p.i.t.+.s	p i.t + s		Sagart2019	
211	Gyalsumdo	To kill	se	s e		Dhakal2024	← Chinese shā
475	Jirel	To kill	set̪at̪e	s e + t̪ a + t̪ e		Dhakal2024	← Chinese shā
725	Kagate	To kill	setse	s e + !ts/dz e		Dhakal2024	← Chinese shā
986	Lowa	To kill	seje	s e + j e		Dhakal2024	← Chinese shā
1232	Nubri	To kill	se	s e		Dhakal2024	← Chinese shā
1481	Sherpa	To kill	seku	s e + k u		Dhakal2024	← Chinese shā
1728	Tsum	To kill	seso	s e + s o		Dhakal2024	← Chinese shā
1988	Yolmo	To kill	set̪oŋ	s e + t̪ o.ŋ		Dhakal2024	← Chinese shā
2394	OldTibetan	To kill	g.s.o.d	g.s o.d		Sagart2019	
2395	Lhasa	To kill	s.ɛ.⁵²	s ɛ ⁵²		Sagart2019	
2396	Batang	To kill	tʂ.ũ.∼.⁵⁵	ʈʂ ũ ⁵⁵		Sagart2019	
2397	Batang	To kill	s.ɛ.ʔ.⁵³	s ɛ.ʔ ⁵³		Sagart2019	
2398	Xiahe	To kill	s.ɕ.l	s.ɕ !Ø/a.l		Sagart2019	!
2399	Xiahe	To kill	ɕ.a	ɕ a		Sagart2019	
2400	Alike	To kill	p.s.a.t	p.s a.t		Sagart2019	!
2401	OldChinese	To kill	s.r.a.t	s.r a.t		Sagart2019	
214	Gyalsumdo	To run	t̪aɹkjulaŋ	t̪ a.ɹ + k.j u + l a.ŋ		Dhakal2024	
480	Jirel	To run	tɕʰwabat̪e	tɕʰ.w a + b a + t̪ e		Dhakal2024	
728	Kagate	To run	tɕʰjoŋdze	tɕʰj/tɕʰ o.ŋ + dz e		Dhakal2024	
989	Lowa	To run	paŋt̪aŋje	p a.ŋ + t̪ a + ŋ.j e		Dhakal2024	
1235	Nubri	To run	lat̪aŋ	l a + t̪ a.ŋ		Dhakal2024	
1484	Sherpa	To run	tɕʰjoŋɡu	tɕʰj/tɕʰ o.ŋ + g u		Dhakal2024	
1731	Tsum	To run	tɕʰoŋdo	tɕʰ o.ŋ + d̪ o		Dhakal2024	
1991	Yolmo	To run	tɕʰjuŋd̪uŋ	tɕʰj/tɕʰ u.ŋ + d̪ u.ŋ		Dhakal2024	
2574	Lhasa	To run	c.u.¹³²	c u ¹³²		Sagart2019	
2575	Batang	To run	dʑ.u.ʔ.⁵³	dʑ u.ʔ ⁵³		Sagart2019	
2576	Alike	To run	r.ɟj.u.k	r.ɟʲ u.k		Sagart2019	!
2577	Xiahe	To run	dʑ.ə.χ	dʑ ə.χ		Sagart2019	
2578	OldChinese	To run	pˤ.u.r	pˤ u.r		Sagart2019	
2579	OldChinese	To run	tsˤ.o.ʔ	tsˤ o ʔ		Sagart2019	
205	Gyalsumdo	To sleep	ɲal	ɲ a.l		Dhakal2024	[x]
466	Jirel	To sleep	ɲol	ɲ !o/a.l		Dhakal2024	[x]
467	Jirel	To sleep	ɲalat̪e	ɲ a.!Ø/l + l a + t̪ e		Dhakal2024	[x]
719	Kagate	To sleep	ɲaldze	ɲ a.l + dz e		Dhakal2024	[x]
980	Lowa	To sleep	ɲaje	ɲ a + j e		Dhakal2024	[x]
1226	Nubri	To sleep	ɲal	ɲ a.l		Dhakal2024	[x]
1475	Sherpa	To sleep	ŋiloku	ŋ i + l o + k u		Dhakal2024	[x]
1719	Tsum	To sleep	ɲol	ɲ !o/a.l		Dhakal2024	[x]
1720	Tsum	To sleep	ɲalso	ɲ a.l + s o		Dhakal2024	[x]
1982	Yolmo	To sleep	ɲald̪uŋ	ɲ a.l + d̪ u.ŋ		Dhakal2024	[x]
2624	OldTibetan	To sleep	g.ɲ.i.d._.ɲ.a.l	g.ɲ i.d + ɲ a.l		Sagart2019	
2625	Lhasa	To sleep	ȵ.ɛ.¹³	ȵ ɛ ¹³		Sagart2019	
2626	Batang	To sleep	ȵ.e.¹³	ȵ e ¹³		Sagart2019	
2627	Xiahe	To sleep	n.a	n a		Sagart2019	
2628	Alike	To sleep	ȵ.a	ȵ a		Sagart2019	
2629	OldChinese	To sleep	tsʰ.i.m.ʔ	tsʰ i.m ʔ		Sagart2019	
2630	OldChinese	To sleep	m.i.t.+.s	m i.t + s		Sagart2019	
266	Gyalsumdo	To throw	jukɛ	j u + k ɛ		Dhakal2024	[x]
267	Gyalsumdo	To throw	juɹkɛ	j u.ɹ + k ɛ		Dhakal2024	[x]
526	Jirel	To throw	kjuɹat̪e	k.j u.ɹ + a + t̪ e		Dhakal2024	[x]
778	Kagate	To throw	kurtse	k.!Ø/j u.r + !ts/dz e		Dhakal2024	[x]
1037	Lowa	To throw	juɡje	j u.!g/k + j e		Dhakal2024	[x]
1285	Nubri	To throw	juk	j u.k		Dhakal2024	[x]
1530	Sherpa	To throw	juku	j u + k u		Dhakal2024	[x]
1790	Tsum	To throw	kjut	k.j u.t̪		Dhakal2024	[x]
1791	Tsum	To throw	kjuɾtsoŋ	k.j u.ɹ + ts o.ŋ		Dhakal2024	[x]
2041	Yolmo	To throw	kjuɹd̪uŋ	k.j u.ɹ + d̪ u.ŋ		Dhakal2024	[x]
2721	OldTibetan	To throw	d.b.j.u.g	d.b.j u.g		Sagart2019	
2722	Lhasa	To throw	j.u.⁵²	j u ⁵²		Sagart2019	
2723	Batang	To throw	dʑ.õ.∼.¹³	dʑ õ ¹³		Sagart2019	
