ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
1424	Sherpa	Hot	tsʰand̪i	tsʰand̪i	tsʰ a + ⁿd̪/d̪ i	tsʰ a + ⁿd̪/d̪ i	1296
1425	Sherpa	Cold	tʰeŋa	tʰeŋa	t̪ʰ e ŋ + !Ø/ŋ a	t̪ʰ e.ŋ + !Ø/ŋ a	179
1426	Sherpa	Right	laɡpaɡa	laɡpaɡa	l a g/k + p a + g a	l a.g/k + p a + g a	660
1427	Sherpa	Left	pʰiloɡpa	pʰiloɡpa	pʰ i + l !o/a g/k + p a	pʰ i + l !o/a.g/k + p a	437
1428	Sherpa	Near	t̪ʰakŋemo	t̪ʰakŋemo	t̪ʰ a k + ŋ e + m o	t̪ʰ a.k + ŋ e + m o	1345
1429	Sherpa	Far	t̪ʰakriŋbu	t̪ʰakriŋbu	t̪ʰ a k + r i ŋ + b u	t̪ʰ a.k + r i.ŋ + b u	1247
1430	Sherpa	Big	tɕʰend̪i	tɕʰend̪i	tɕʰ e + ⁿd̪/d̪ i	tɕʰ e + ⁿd̪/d̪ i	1195
1431	Sherpa	Small	tikpe	tikpe	t̪ i k + p e	t̪ i.k + p e	733
1432	Sherpa	Heavy	tsend̪i	tsend̪i	!ts/tɕ e + ⁿd̪/d̪ i	!ts/tɕ e + ⁿd̪/d̪ i	1290
1433	Sherpa	Light	jeŋɡa	jeŋɡa	j e ŋ + g a	j e.ŋ + g a	1319
1434	Sherpa	Above	jajo	jajo	j a + j o	j a + j o	4
1435	Sherpa	Below	mamo	mamo	m a + m o	m a + m o	
1436	Sherpa	White	karbu	karbu	k a r + b u	k a.r + b u	1472
1437	Sherpa	Black	nakpu	nakpu	n a k + p u	n a.k + p u	1203
1438	Sherpa	Red	mərbu	mərbu	m !ə/a r + b u	m !ə/a.r + b u	1360
1439	Sherpa	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
1440	Sherpa	Two	ɲi	ɲi	ɲ i	ɲ i	1452
1441	Sherpa	Three	sum	sum	s u m	s u.m	1433
1442	Sherpa	Four	ɕi	ɕi	ɕ i	ɕ i	1262
1443	Sherpa	Five	ŋa	ŋa	ŋ a	ŋ a	1310
1444	Sherpa	Six	tʰuk	tʰuk	t̪ʰ u k	t̪ʰ u.k	1388
1445	Sherpa	Seven	d̪in	d̪in	d̪ i n	d̪ i.n	1384
1446	Sherpa	Eight	ɡeʔ	ɡeʔ	g e ʔ	g e.ʔ	1245
1447	Sherpa	Nine	ɡu	ɡu	g u	g u	1351
1448	Sherpa	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
1449	Sherpa	Eleven	tɕjudzik	tɕjudzik	tɕj/tɕ u + dz/tɕ i k	tɕj/tɕ u + dz/tɕ i.k	
1450	Sherpa	Twelve	tɕjuŋi	tɕjuŋi	tɕj/tɕ u + ŋ i	tɕj/tɕ u + ŋ i	
1451	Sherpa	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
1452	Sherpa	One Hundred	ɡjatɕik	ɡjatɕik	g j a + tɕ i k	g.j a + tɕ i.k	1303
1453	Sherpa	Who	su	su	s u	s u	1474
1454	Sherpa	What	kʰaŋ	kʰaŋ	kʰ a ŋ	kʰ a.ŋ	1090
1455	Sherpa	Where	kʰani	kʰani	kʰ a + n i	kʰ a + n i	1470
1456	Sherpa	When	nam	nam	n a m	n a.m	
1457	Sherpa	How many	kʰədzo	kʰədzo	!kʰ/k ə + dz o	!kʰ/k ə + dz o	
1458	Sherpa	Which	kʰaŋd̪i	kʰaŋd̪i	!kʰ/k a ŋ + d̪ i	!kʰ/k a.ŋ + d̪ i	
1459	Sherpa	This	d̪i	d̪i	d̪ i	d̪ i	1428
1460	Sherpa	That	t̪ʰi	t̪ʰi	t̪ʰ i	t̪ʰ i	785
1461	Sherpa	These	d̪iba	d̪iba	d̪ i + b a	d̪ i + b a	
1462	Sherpa	Those	t̪ʰiba	t̪ʰiba	t̪ʰ i + b a	t̪ʰ i + b a	
1463	Sherpa	Same	tɕikparaŋ	tɕikparaŋ	tɕ i k + !p/b a + r a ŋ	tɕ i.k + !p/b a + r a.ŋ	
1464	Sherpa	Different	kʰut̪uk	kʰut̪uk	kʰ u + t̪ u k	kʰ u + t̪ u.k	
1465	Sherpa	Whole	jukəi	jukəi	j u + k əi	j u + k əi	
1466	Sherpa	Broken	tɕʰjakpa	tɕʰjakpa	tɕʰj/tɕʰ a k + p a	tɕʰj/tɕʰ a.k + p a	
1467	Sherpa	Few	tsedzi	tsedzi	ts e + dz i	ts e + dz i	
1468	Sherpa	Many	ala	ala	a + l a	a + l a	482
1469	Sherpa	All	jukəj	jukəj	j u + k əi	j u + k əi	148
1470	Sherpa	To eat	sap	sap	s a p	s a.p	1240
1471	Sherpa	To bite	sət̪əbu	sət̪əbu	s ə + t̪ ə + b u	s ə + t̪ ə + b u	850
1472	Sherpa	To be hungry	hləwalaŋgu	hləwalaŋgu	h l ə + w a + l a ŋ + g u	h.l ə + w a + l a.ŋ + g u	
1473	Sherpa	To drink	t̪ʰuŋɡu	t̪ʰuŋɡu	t̪ʰ u ŋ + g u	t̪ʰ u.ŋ + g u	1232
1474	Sherpa	To be thirsty	kombalaŋɡu	kombalaŋɡu	k o m + b a + l a ŋ + g u	k o.m + b a + l a.ŋ + g u	
1475	Sherpa	To sleep	ŋiloku	ŋiloku	ŋ i + l o + k u	ŋ i + l o + k u	5
1476	Sherpa	To lie	ɡjuru	ɡjuru	g j u + r u	g.j u + r u	
1477	Sherpa	To sit	d̪et̪u	d̪et̪u	d̪ e + t̪ u	d̪ e + t̪ u	
1478	Sherpa	To give	t̪eru	t̪eru	t̪ e Ø/r + r u	t̪ e.Ø/r + r u	1268
1479	Sherpa	To burn	hreko	hreko	h r e + k !o/u	h.r e + k !o/u	
1480	Sherpa	To die	ɕiu	ɕiu	ɕ i + u	ɕ i + u	1230
1481	Sherpa	To kill	seku	seku	s e + k u	s e + k u	1311
1482	Sherpa	To fly	pʰirku	pʰirku	pʰ i r + k u	pʰ i.r + k u	1259
1483	Sherpa	To walk	dop	dop	!d/d̪ o p	!d/d̪ o.p	1453
1484	Sherpa	To run	tɕʰjoŋɡu	tɕʰjoŋɡu	tɕʰj/tɕʰ o ŋ + g u	tɕʰj/tɕʰ o.ŋ + g u	967
1485	Sherpa	To go	dop	dop	!d/d̪ o p	!d/d̪ o.p	
1486	Sherpa	To come	uŋgu	uŋgu	u ŋ + g u	u.ŋ + g u	1223
1487	Sherpa	To speak	ləbu	ləbu	l ə + b u	l ə + b u	
1488	Sherpa	To hear/listen	ŋeŋɡu	ŋeŋɡu	ŋ e ŋ + g u	ŋ e.ŋ + g u	
1489	Sherpa	To look	hlap	hlap	h l a p	h.l a.p	
1490	Sherpa	I	ŋa	ŋa	ŋ a	ŋ a	1310
1491	Sherpa	You (informal)	kʰjoroŋ	kʰjoroŋ	kʰ j o + r o ŋ	kʰ.j o + r o.ŋ	1430
1492	Sherpa	You (formal)	kʰjoroŋ	kʰjoroŋ	kʰ j o + r o ŋ	kʰ.j o + r o.ŋ	
1493	Sherpa	He	t̪ʰi	t̪ʰi	t̪ʰ i	t̪ʰ i	
1494	Sherpa	She	t̪ʰi	t̪ʰi	t̪ʰ i	t̪ʰ i	
1495	Sherpa	We (inclusive)	oraŋ	oraŋ	o + r a ŋ	o + r a.ŋ	1066
1496	Sherpa	We (exclusive)	ŋiraŋ	ŋiraŋ	ŋ i + r a ŋ	ŋ i + r a.ŋ	
1497	Sherpa	You (plural)	kʰiraŋd̪iba	kʰiraŋd̪iba	kʰ i + r a ŋ + d̪ i + b a	kʰ i + r a.ŋ + d̪ i + b a	1160
1498	Sherpa	They	t̪ʰibad̪iba	t̪ʰibad̪iba	t̪ʰ i + b a + d̪ i + b a	t̪ʰ i + b a + d̪ i + b a	
1499	Sherpa	Load	kʰurbu	kʰurbu	kʰ u r + b u	kʰ u.r + b u	
1500	Sherpa	Flour (eaten as food)	tsamba	tsamba	ts a m + b a	ts a.m + b a	
1501	Sherpa	Hailstone	sertɕjuŋma	sertɕjuŋma	s e r + tɕ j u ŋ + m a	s e.r + tɕ.j u.ŋ + m a	1280
1502	Sherpa	Intestine	ɡema	ɡema	g e + m a	g e + m a	
1503	Sherpa	Yard	t̪ʰaŋsa	t̪ʰaŋsa	t̪ʰ a ŋ + s a	t̪ʰ a.ŋ + s a	
1504	Sherpa	To uproot	pʰəlɡu	pʰəlɡu	pʰ ə l + !g/k u	pʰ ə.l + !g/k u	
1505	Sherpa	Oven	t̪ʰab	t̪ʰab	t̪ʰ a b	t̪ʰ a.b	
1506	Sherpa	Heel	t̪iŋba	t̪iŋba	t̪ i ŋ + b a	t̪ i.ŋ + b a	
1507	Sherpa	Spade	t̪oktsi	t̪oktsi	t̪ o k + ts i	t̪ o.k + ts i	
1508	Sherpa	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
1509	Sherpa	To plough	moku	moku	m o + k u	m o + k u	
1510	Sherpa	Bond	ɕju	ɕju	ɕ j u	ɕ.j u	
1511	Sherpa	Beam (main wooden beam)	d̪uŋma	d̪uŋma	d̪ u ŋ + m a	d̪ u.ŋ + m a	
1512	Sherpa	Rope used to tie animals	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	
1513	Sherpa	Beard	ɡerok	ɡerok	g e + r o k	g e + r o.k	
1514	Sherpa	To measure	t̪ʰabɡu	t̪ʰabɡu	!t̪ʰ/t̪ a b + !g/k u	!t̪ʰ/t̪ a.b + !g/k u	
1515	Sherpa	Plank	jend̪ar	jend̪ar	j e n + d̪ a r	j e.n + d̪ a.r	
1516	Sherpa	Hole	miksaŋ	miksaŋ	m i k + s a ŋ	m i.k + s a.ŋ	
1517	Sherpa	Plough (noun)	t̪ʰoŋba	t̪ʰoŋba	t̪ʰ o ŋ + b a	t̪ʰ o.ŋ + b a	
1518	Sherpa	Lid (cover)	kʰept̪ok	kʰept̪ok	kʰ e p + t̪ o k	kʰ e.p + t̪ o.k	
1519	Sherpa	Bear	t̪ʰom	t̪ʰom	!t̪ʰ/t̪ o m	!t̪ʰ/t̪ o.m	
1520	Sherpa	Ghost	rendi	rendi	!r/h !Ø/l e n + d̪ i	!r/h.!Ø/l e.n + d̪ i	
1521	Sherpa	Manure	tɕʰja	tɕʰja	tɕʰ j a	tɕʰ.j a	
1522	Sherpa	Bread	kuri	kuri	k u + r i	k u + r i	
1523	Sherpa	Corpse	ro	ro	!r/ɹ o	!r/ɹ o	
1524	Sherpa	Pig	pʰakpa	pʰakpa	pʰ a k + p a	pʰ a.k + p a	1356
1525	Sherpa	Grains	duma	duma	!d/d̪ u + m a	!d/d̪ u + m a	
1526	Sherpa	Stick	t̪oŋləŋ	t̪oŋləŋ	t̪ o ŋ + l ə ŋ	t̪ o.ŋ + l ə.ŋ	177
1527	Sherpa	Sweat	ŋumn̪a	ŋumn̪a	ŋ u m + !n̪/n a	ŋ u.m + !n̪/n a	
1528	Sherpa	To chew	leku	leku	l e + k u	l e + k u	867
1529	Sherpa	To swallow	mit̪at̪oŋɡu	mit̪at̪oŋɡu	m i + t̪ a + t̪ o ŋ + !g/k u	m i + t̪ a + t̪ o.ŋ + !g/k u	
1530	Sherpa	To throw	juku	juku	j u + k u	j u + k u	178
1531	Tsum	Body	zu	zu	z u	z u	
1532	Tsum	Head	ŋɡo	ŋɡo	ⁿg/g o	ⁿg/g o	1284
1533	Tsum	Hair	tɹa	tɹa	t̪ ɹ a	t̪.ɹ a	1282
1534	Tsum	Face	tɕeʔ	tɕeʔ	tɕ e ʔ	tɕ e.ʔ	
1535	Tsum	Eye	miʔ	miʔ	m i ʔ	m i.ʔ	1246
1536	Tsum	Ear	amdʑjoʔ	amdʑjoʔ	a m + dʑj/dʑ o ʔ	a.m + dʑj/dʑ o.ʔ	1239
1537	Tsum	Nose	na	na	n a	n a	1352
1538	Tsum	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
1539	Tsum	Teeth	sa	sa	s a	s a	534
1540	Tsum	Tongue	tɕe	tɕe	tɕ e	tɕ e	1444
1541	Tsum	Breast	paʔ	paʔ	p a ʔ	p a.ʔ	123
1542	Tsum	Belly	pʰowa	pʰowa	pʰ o + w a	pʰ o + w a	1192
1543	Tsum	Arm/Hand	lakpa	lakpa	l a k + p a	l a.k + p a	
1544	Tsum	Elbow	tɹejoʔ	tɹejoʔ	t̪ ɹ e + j o ʔ	t̪.ɹ e + j o.ʔ	
1545	Tsum	Palm	paɾa	paɾa	p a + ɹ a	p a + ɹ a	
1546	Tsum	Finger	ziu	ziu	z iu	z iu	
1547	Tsum	Fingernail	semu	semu	s e + m u	s e + m u	
1548	Tsum	Leg	kaŋba	kaŋba	k a ŋ + b a	k a.ŋ + b a	
1549	Tsum	Skin	koa	koa	k o + !Ø/w a	k o + !Ø/w a	726
1550	Tsum	Bone	ɹiɡoʔ	ɹiɡoʔ	ɹ i + g o ʔ	ɹ i + g o.ʔ	1208
1551	Tsum	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
1552	Tsum	Blood	tʰɹaʔ	tʰɹaʔ	t̪ʰ ɹ a ʔ	t̪ʰ.ɹ a.ʔ	1206
1553	Tsum	Urine	tsiŋ	tsiŋ	ts i ŋ	ts i.ŋ	
1554	Tsum	Faeces	aʔ	aʔ	a ʔ	a.ʔ	
1555	Tsum	Village	jul	jul	j u l	j u.l	
1556	Tsum	House	koɹtsa	koɹtsa	k o ɹ + ts a	k o.ɹ + ts a	405
1557	Tsum	House	kʰim	kʰim	kʰ i m	kʰ i.m	1300
1558	Tsum	Roof	kʰand̪oʔ	kʰand̪oʔ	kʰ a !n/ŋ + d̪ o ʔ	kʰ a.!n/ŋ + d̪ o.ʔ	
1559	Tsum	Door	ko	ko	k o	k o	
1560	Tsum	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
1561	Tsum	Broom	koŋmo	koŋmo	k o ŋ + m o	k o.ŋ + m o	
1562	Tsum	Mortar	kombot	kombot	k o m + b o t̪	k o.m + b o.t̪	
1563	Tsum	Pestle	tɕʰiu	tɕʰiu	tɕʰ iu	tɕʰ iu	
1564	Tsum	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ o + !Ø/w a	t̪ʰ o + !Ø/w a	
1565	Tsum	Knife	tʰɹiu	tʰɹiu	t̪ʰ ɹ iu	t̪ʰ.ɹ iu	1313
1566	Tsum	Axe	t̪aɾi	t̪aɾi	t̪ a + ɹ i	t̪ a + ɹ i	
1567	Tsum	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
1568	Tsum	Thread	kuɾt̪oʔ	kuɾt̪oʔ	k u ɹ + t̪ o ʔ	k u.ɹ + t̪ o.ʔ	
1569	Tsum	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
1570	Tsum	Cloth	kølaʔ	kølaʔ	k ø + l a ʔ	k ø + l a.ʔ	
1571	Tsum	Ring	sot̪ob	sot̪ob	s o + t̪ o b	s o + t̪ o.b	
1572	Tsum	Sun	ɲiã	ɲiã	ɲ i + !Ø/m ã/a	ɲ i + !Ø/m ã/a	1418
1573	Tsum	Moon	nd̪akar	nd̪akar	ⁿd/d̪ a + k a ɹ	ⁿd/d̪ a + k a.ɹ	1327
1574	Tsum	Sky	n̪am	n̪am	!n̪/n a m	!n̪/n a.m	1392
1575	Tsum	Star	kaɹma	kaɹma	k a ɹ + m a	k a.ɹ + m a	1410
1576	Tsum	Rain	n̪amkjaus̩	n̪amkjaus̩	!n̪/n a m + k j aus̩/au	!n̪/n a.m + k.j aus̩/au	
1577	Tsum	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
1578	Tsum	River	tsaŋbo	tsaŋbo	ts a ŋ + b o	ts a.ŋ + b o	1368
1579	Tsum	Cloud	mukpaʔ	mukpaʔ	m u k + p a ʔ	m u.k + p a.ʔ	176
1580	Tsum	Lightening	loʔ	loʔ	l o ʔ	l o.ʔ	
1581	Tsum	Rainbow	ndʑjabe	ndʑjabe	ⁿdʑj/dʑ a + b e	ⁿdʑj/dʑ a + b e	1358
1582	Tsum	Wind	hlapa	hlapa	h l a + p a	h.l a + p a	1486
1583	Tsum	Stone	t̪o	t̪o	t̪ o	t̪ o	1416
1584	Tsum	Path	lam	lam	l a m	l a.m	
1585	Tsum	Sand	ijãʔ	ijãʔ	i + j ã ʔ	i + j ã.ʔ	715
1586	Tsum	Fire	me	me	m e	m e	1251
1587	Tsum	Smoke	t̪upa	t̪upa	t̪ u + p a	t̪ u + p a	
1588	Tsum	Ash	kozal	kozal	k o + !z/t̪ʰ a + l !Ø/a	k o + !z/t̪ʰ a + l !Ø/a	
1589	Tsum	Mud	sa	sa	s a	s a	534
1590	Tsum	Dust	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1237
1591	Tsum	Gold	seɾ	seɾ	s e ɹ	s e.ɹ	
1592	Tsum	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	t̪ o.ŋ + b o	1039
1593	Tsum	Leaf	hlawa	hlawa	h l a + w a	h.l a + w a	11
1594	Tsum	Root	tɹat̪oʔ	tɹat̪oʔ	t̪ ɹ a + t̪ o ʔ	t̪.ɹ a + t̪ o.ʔ	182
1595	Tsum	Thorn	tsʰenma	tsʰenma	tsʰ e !n/ɹ + m a	tsʰ e.!n/ɹ + m a	
1596	Tsum	Flower	mend̪oʔ	mend̪oʔ	m e + ⁿd̪/d̪ o ʔ	m e + ⁿd̪/d̪ o.ʔ	1257
1597	Tsum	Fruit	ɕiŋd̪oʔ	ɕiŋd̪oʔ	ɕ i ŋ + d̪ o ʔ	ɕ i.ŋ + d̪ o.ʔ	1263
1598	Tsum	Mango	ap	ap	ã p	ã.p	
1599	Tsum	Banana	keɾa	keɾa	k e + ɹ a	k e + ɹ a	
1600	Tsum	Wheat (husked)	ne	ne	n e	n e	1092
1601	Tsum	Barley	tsau	tsau	ts au	ts au	1190
1602	Tsum	Rice (husked)	ndɹe	ndɹe	!ⁿdɹ/d̪ ɹ e	!ⁿdɹ/d̪.ɹ e	
1603	Tsum	Potato	keza	keza	k e + z a	k e + z a	
1604	Tsum	Eggplant	bənda	bənda	b ə n + d̪ a	b ə.n + d̪ a	
1605	Tsum	Groundnut	bəd̪am	bəd̪am	b ə + d̪ a m	b ə + d̪ a.m	
1606	Tsum	Chilli	kʰulzan	kʰulzan	kʰ u l + z a n	kʰ u.l + z a.n	
1607	Tsum	Turmeric	beset	beset	b e + s e t̪	b e + s e.t̪	
1608	Tsum	Garlic	kokpa	kokpa	k o k + p a	k o.k + p a	
1609	Tsum	Onion	tsoŋɡoʔ	tsoŋɡoʔ	ts o ŋ + g o ʔ	ts o.ŋ + g o.ʔ	
1610	Tsum	Cauliflower	kauli	kauli	k au + l i	k au + l i	
1611	Tsum	Tomato	ɡolbeɾa	ɡolbeɾa	g o l + b e + ɹ a	g o.l + b e + ɹ a	
1612	Tsum	Cabbage	bənd̪a	bənd̪a	b ə n + d̪ a	b ə.n + d̪ a	
1613	Tsum	Oil	n̪um	n̪um	!n̪/n u m	!n̪/n u.m	
1614	Tsum	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
1615	Tsum	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
1616	Tsum	Fat (of meat)	tsʰilu	tsʰilu	tsʰ i + l u	tsʰ i + l u	
1617	Tsum	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
1618	Tsum	Chicken	tɕjauɾu	tɕjauɾu	tɕj/tɕ au + ɹ u	tɕj/tɕ au + ɹ u	
1619	Tsum	Egg	koã	koã	k o + !Ø/ŋ !ã/a	k o + !Ø/ŋ !ã/a	1242
1620	Tsum	Cow	pawo	pawo	p a + w o	p a + w o	
1621	Tsum	Buffalo	maje	maje	m a + j e	m a + j e	
1622	Tsum	Milk	oã	oã	o + !Ø/m !ã/a	o + !Ø/m !ã/a	
1623	Tsum	Horns	padʑjo	padʑjo	p a + dʑj/dʑ o	p a + dʑj/dʑ o	43
1624	Tsum	Tail	ŋa	ŋa	ŋ a	ŋ a	1310
1625	Tsum	Goat	ɹa	ɹa	ɹ a	ɹ a	1269
1626	Tsum	Dog	ki	ki	!k/kʰ i	!k/kʰ i	1231
1627	Tsum	Snake	tɹul	tɹul	t̪ ɹ u l	t̪.ɹ u.l	1401
1628	Tsum	Monkey	tiu	tiu	t̪ iu	t̪ iu	
1629	Tsum	Mosquito	lamkute	lamkute	l a m + k u + t̪ e	l a.m + k u + t̪ e	523
1630	Tsum	Ant	tɹomu	tɹomu	t̪ ɹ o + m u	t̪.ɹ o + m u	1183
1631	Tsum	Spider	tɹaula	tɹaula	t̪ ɹ au + l a	t̪.ɹ au + l a	60
1632	Tsum	Name	min	min	m i n	m i.n	1344
1633	Tsum	Man	mi	mi	m i	m i	
1634	Tsum	Woman	poĩpiza	poĩpiza	p oĩ + p i + z a	p oĩ + p i + z a	1134
1635	Tsum	Child	piza	piza	p i + z a	p i + z a	
1636	Tsum	Father	awa	awa	a + w a	a + w a	1249
1637	Tsum	Mother	ãã	ãã	!ã/a + !Ø/m !ã/a	!ã/a + !Ø/m !ã/a	1338
1638	Tsum	Older brother	tɕjoʑjo	tɕjoʑjo	tɕj/tɕ o + ʑj/tɕ o	tɕj/tɕ o + ʑj/tɕ o	
1639	Tsum	Younger brother	n̪oo	n̪oo	!n̪/n oː	!n̪/n oː	
1640	Tsum	Older sister	aʑe	aʑe	a + ʑ e	a + ʑ e	
1641	Tsum	Younger sister	poõ	poõ	p o/u + Ø/m õ/o	p o/u + Ø/m õ/o	
1642	Tsum	Son	pu	pu	p u	p u	1403
1643	Tsum	Daughter	poõ	poõ	p o/u + Ø/m õ/o	p o/u + Ø/m õ/o	1227
1644	Tsum	Husband	kʰjowa	kʰjowa	kʰ j o + w a	kʰ.j o + w a	413
1645	Tsum	Wife	tɕʰjumma	tɕʰjumma	tɕʰ j u m + m a	tɕʰ.j u.m + m a	74
1646	Tsum	Boy	ɕjaɾa	ɕjaɾa	ɕ j a !Ø/ɹ + ɹ a	ɕ.j a.!Ø/ɹ + ɹ a	
1647	Tsum	Girl	naʑjuŋ	naʑjuŋ	n a + ʑ j u ŋ	n a + ʑ.j u.ŋ	
1648	Tsum	Day	ɕjakpa	ɕjakpa	ɕ j a k + p a	ɕ.j a.k + p a	
1649	Tsum	Night	n̪umu	n̪umu	n u + m u	n u + m u	
1650	Tsum	Morning	ɕjuo	ɕjuo	ɕ j uo	ɕ.j uo	1330
1651	Tsum	Noon	ɲiŋɡuŋ	ɲiŋɡuŋ	ɲ i + !ŋ/m !Ø/a + g u ŋ	ɲ i + !ŋ/m !Ø/a + g u.ŋ	
1652	Tsum	Evening	kuŋmu	kuŋmu	k u ŋ + m u	k u.ŋ + m u	
1653	Tsum	Yesterday	nd̪aŋ	nd̪aŋ	ⁿd/d̪ a ŋ	ⁿd/d̪ a.ŋ	1151
1654	Tsum	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
1655	Tsum	Tomorrow	ŋaɾt̪o	ŋaɾt̪o	ŋ a ɹ + t̪ o	ŋ a.ɹ + t̪ o	1028
1656	Tsum	Week	t̪yndaʔ	t̪yndaʔ	t̪ y n + d̪ a ʔ	t̪ y.n + d̪ a.ʔ	
1657	Tsum	Month	nd̪a	nd̪a	ⁿd/d̪ a	ⁿd/d̪ a	
1658	Tsum	Year	lo	lo	l o	l o	1494
1659	Tsum	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	ɲ i.ŋ + b a	
1660	Tsum	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
1661	Tsum	Good	jamu	jamu	j a + m u	j a + m u	1272
1662	Tsum	Bad	nepo	nepo	n e + p o	n e + p o	1185
1663	Tsum	Wet	nd̪ompa	nd̪ompa	ⁿd/d̪ o m + p a	ⁿd/d̪ o.m + p a	1462
1664	Tsum	Dry	kampo	kampo	k a m + p o	k a.m + p o	1234
1665	Tsum	Long	ɹiŋmu	ɹiŋmu	ɹ i ŋ + m u	ɹ i.ŋ + m u	1321
1666	Tsum	Short	t̪ʰyma	t̪ʰyma	t̪ʰ y + m a	t̪ʰ y + m a	1386
1667	Tsum	Hot	tsʰand̪e	tsʰand̪e	tsʰ a + ⁿd̪/d̪ e	tsʰ a + ⁿd̪/d̪ e	1296
1668	Tsum	Cold	ɹaŋd̪a	ɹaŋd̪a	ɹ a ŋ + d̪ a	ɹ a.ŋ + d̪ a	1218
1669	Tsum	Right	jepa	jepa	j e + p a	j e + p a	1365
1670	Tsum	Left	joma	joma	j o + m a	j o + m a	1317
1671	Tsum	Near	tɹala	tɹala	t̪ ɹ a + l a	t̪.ɹ a + l a	541
1672	Tsum	Far	t̪ʰaɹiŋmu	t̪ʰaɹiŋmu	t̪ʰ a + ɹ i ŋ + m u	t̪ʰ a + ɹ i.ŋ + m u	1247
1673	Tsum	Big	tɕʰemo	tɕʰemo	tɕʰ e + m o	tɕʰ e + m o	1195
1674	Tsum	Small	tɕʰyma	tɕʰyma	tɕʰ y + m a	tɕʰ y + m a	1397
1675	Tsum	Heavy	tɕend̪e	tɕend̪e	tɕ e + ⁿd̪/d̪ e	tɕ e + ⁿd̪/d̪ e	1290
1676	Tsum	Light	jaŋbo	jaŋbo	j a ŋ + b o	j a.ŋ + b o	1319
1677	Tsum	Above	jau	jau	j a + !Ø/j u	j a + !Ø/j u	4
1678	Tsum	Below	mau	mau	m a + !Ø/m u	m a + !Ø/m u	
1679	Tsum	White	kaɹbo	kaɹbo	k a ɹ + b o	k a.ɹ + b o	1472
1680	Tsum	Black	nakpo	nakpo	n a k + p o	n a.k + p o	1203
1681	Tsum	Red	maɹbo	maɹbo	m a ɹ + b o	m a.ɹ + b o	1360
1682	Tsum	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
1683	Tsum	Two	ɲi	ɲi	ɲ i	ɲ i	1452
1684	Tsum	Three	sum	sum	s u m	s u.m	1433
1685	Tsum	Four	ʑi	ʑi	ʑ i	ʑ i	1262
1686	Tsum	Five	ŋa	ŋa	ŋ a	ŋ a	1310
1687	Tsum	Six	tɹu	tɹu	t̪ ɹ u	t̪.ɹ u	1388
1688	Tsum	Seven	t̪un	t̪un	t̪ u n	t̪ u.n	1384
1689	Tsum	Eight	keʔ	keʔ	k e ʔ	k e.ʔ	1245
1690	Tsum	Nine	ku	ku	k u	k u	1351
1691	Tsum	Ten	tɕu	tɕu	tɕ u	tɕ u	1422
1692	Tsum	Eleven	tɕutɕi	tɕutɕi	tɕ u + tɕ i Ø/k	tɕ u + tɕ i.Ø/k	
1693	Tsum	Twelve	tɕuɲi	tɕuɲi	tɕ u + ɲ i	tɕ u + ɲ i	
1694	Tsum	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
1695	Tsum	One Hundred	kja	kja	k j a	k.j a	1303
1696	Tsum	Who	su	su	s u	s u	1474
1697	Tsum	What	tɕi	tɕi	tɕ i	tɕ i	1464
1698	Tsum	Where	kana	kana	k a + n a	k a + n a	1470
1699	Tsum	When	n̪am	n̪am	!n̪/n a m	!n̪/n a.m	
1700	Tsum	How many	kanʑøʔ	kanʑøʔ	k a n + ʑ ø ʔ	k a.n + ʑ ø.ʔ	
1701	Tsum	Which	kaŋd̪e	kaŋd̪e	k a ŋ + d̪ !e/i	k a.ŋ + d̪ !e/i	
