ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
789	Lowa	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
1048	Nubri	Mouth	kʰabt̪u	kʰabt̪u	kʰ a b + t̪ u	1821 1822	MOUTH _mouth	527	kʰ a b + t̪ u
1299	Sherpa	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
1544	Tsum	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
1807	Yolmo	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
65	Gyalsumdo	Mud	sa	sa	s a	1831	MUD	529	s a
328	Jirel	Mud	səbi	səbi	s ə + b i	1831 1832	MUD _mud	529	s ə + b i
587	Kagate	Mud	sebi	sebi	s e + b i	1831 1832	MUD _mud	529	s e + b i
842	Lowa	Mud	n̪d̪ampak	n̪d̪ampak	ⁿd̪ a m + p a k	1833 1834	MUD _mud	530	ⁿd̪ a m + p a k
843	Lowa	Mud	sa	sa	s a	1831	MUD	529	s a
1098	Nubri	Mud	t̪ampa	t̪ampa	t̪ a m + p a	1833 1834	MUD _mud	530	t̪ a m + p a -
1351	Sherpa	Mud	t̪ʰala	t̪ʰala	t̪ʰ a + l a	1833 1835	MUD _mud	530	t̪ʰ a - + l a
1595	Tsum	Mud	sa	sa	s a	1831	MUD	529	s a
1859	Yolmo	Mud	sasa	sasa	s a + s a	1831 1836	MUD _mud	529	s a + s a
112	Gyalsumdo	Name	miŋ	miŋ	m i ŋ	1847	NAME	535	m i ŋ
374	Jirel	Name	min̪	min̪	m i n̪	1847	NAME	535	m i n̪
631	Kagate	Name	min	min	m i n	1847	NAME	535	m i n
888	Lowa	Name	miŋ	miŋ	m i ŋ	1847	NAME	535	m i ŋ
1141	Nubri	Name	min̪	min̪	m i n̪	1847	NAME	535	m i n̪
1395	Sherpa	Name	min	min	m i n	1847	NAME	535	m i n
1638	Tsum	Name	min	min	m i n	1847	NAME	535	m i n
1902	Yolmo	Name	min	min	m i n	1847	NAME	535	m i n
154	Gyalsumdo	Near	ɲemu	ɲemu	ɲ e + m u	1856 1857	NEAR _near	537	- ɲ e + m u
413	Jirel	Near	ɲibid̪u	ɲibid̪u	ɲ i + b i + d̪ u	1858 1859 1860	_near _near NEAR	536	ɲ i - + b i + d̪ - u
673	Kagate	Near	t̪ʰama	t̪ʰama	t̪ʰ a + m a	1860 1857	NEAR _near	536	t̪ʰ - a + m a
929	Lowa	Near	ŋe	ŋe	ŋ e	1856	NEAR	537	- ŋ e
1180	Nubri	Near	t̪ʰaɲiw	t̪ʰaɲiw	t̪ʰ a + ɲ i w	1860 1858	NEAR _near	536	t̪ʰ - a + ɲ i w
1434	Sherpa	Near	t̪ʰakŋemo	t̪ʰakŋemo	t̪ʰ a + k ŋ e + m o	1860 1856 1857	NEAR _near _near	536	t̪ʰ - a + k ŋ e + m o
1677	Tsum	Near	tɹala	tɹala	t ɹ a + l a	1860 1861	NEAR _near	536	t ɹ a + l a
1941	Yolmo	Near	poɰla	poɰla	p o ɰ + l a	1862 1861	_near NEAR	540	p o ɰ + l a
44	Gyalsumdo	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
307	Jirel	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
567	Kagate	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
821	Lowa	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
1078	Nubri	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
1330	Sherpa	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
1575	Tsum	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
1838	Yolmo	Needle	kʰap	kʰap	kʰ a p	1874	NEEDLE	543	kʰ a p
143	Gyalsumdo	New	sampa	sampa	s a m + p a	1883 1884	NEW _new	544	s a m + p a
402	Jirel	New	samba	samba	s a n/m + b a	1883 1884	NEW _new	544	s a n/m + b a
660	Kagate	New	samba	samba	s a n/m + b a	1883 1884	NEW _new	544	s a n/m + b a
916	Lowa	New	sawa	sawa	s a + w a	1883 1884	NEW _new	544	s a - + w a
1169	Nubri	New	sampa	sampa	s a m + p a	1883 1884	NEW _new	544	s a m + p a
1423	Sherpa	New	samba	samba	s a n/m + b a	1883 1884	NEW _new	544	s a n/m + b a
1666	Tsum	New	samba	samba	s a n/m + b a	1883 1884	NEW _new	544	s a n/m + b a
1930	Yolmo	New	samba	samba	s a n/m + b a	1883 1884	NEW _new	544	s a n/m + b a
131	Gyalsumdo	Night	tsʰemu	tsʰemu	tsʰ e + m u	1900 1901	_night NIGHT	546	tsʰ e - + m u
391	Jirel	Night	ŋɡwase	ŋɡwase	ŋ g w a + s e	1902 1903	NIGHT _night	548	ŋ g w a + s e
649	Kagate	Night	komu	komu	k o + m u	1904 1901	_night NIGHT	546	k o + m u
905	Lowa	Night	tsʰemo	tsʰemo	tsʰ e + m o	1900 1901	_night NIGHT	546	tsʰ e - + m o
1158	Nubri	Night	tsʰen̪	tsʰen̪	tsʰ e n̪	1900	NIGHT	547	tsʰ e n̪
1412	Sherpa	Night	tsʰemu	tsʰemu	tsʰ e + m u	1900 1901	_night NIGHT	546	tsʰ e - + m u
1655	Tsum	Night	n̪umu	n̪umu	n̪ u + m u	1905 1901	_night NIGHT	546	n̪ u + m u
1919	Yolmo	Night	kuŋmu	kuŋmu	k u ŋ + m u	1906 1901	_night NIGHT	546	k u ŋ + m u
174	Gyalsumdo	Nine	ku	ku	k u	1916	NINE	553	- k u
434	Jirel	Nine	ŋɡu	ŋɡu	ŋ g u	1916	NINE	553	ŋ g u
692	Kagate	Nine	ku	ku	k u	1916	NINE	553	- k u
949	Lowa	Nine	ku	ku	k u	1916	NINE	553	- k u
1200	Nubri	Nine	ku	ku	k u	1916	NINE	553	- k u
1453	Sherpa	Nine	ɡu	ɡu	g u	1916	NINE	553	- g u
1696	Tsum	Nine	ku	ku	k u	1916	NINE	553	- k u
1960	Yolmo	Nine	ku	ku	k u	1916	NINE	553	- k u
133	Gyalsumdo	Noon	ɲimaɡuŋ	ɲimaɡuŋ	ɲ i + m a + g u ŋ	1925 1926 1927	NOON _noon _noon	554	ɲ i - + m a + g u ŋ
393	Jirel	Noon	ɲimmu	ɲimmu	ɲ i m + m u	1925 1926	NOON _noon	554	ɲ i m + m u
651	Kagate	Noon	tsʰəkəl	tsʰəkəl	tsʰ ə + k ə l	1928 1929	NOON _noon	558	tsʰ ə + k ə l
652	Kagate	Noon	ɲimakarpo	ɲimakarpo	ɲ i + m a + k a r + p o	1925 1926 1931 1930	NOON _noon _noon _noon	554	ɲ i - + m a + k a r + p o
907	Lowa	Noon	ɲiŋɡuŋ	ɲiŋɡuŋ	ɲ i ŋ + g u ŋ	1925 1927	NOON _noon	554	ɲ i ŋ + g u ŋ
1160	Nubri	Noon	n̪iŋkũ	n̪iŋkũ	n̪ i ŋ + k ũ	1925 1927	NOON _noon	554	n̪ i ŋ + k ũ -
1414	Sherpa	Noon	ɲimkʰuŋ	ɲimkʰuŋ	ɲ i m + kʰ u ŋ	1925 1927	NOON _noon	554	ɲ i m + kʰ u ŋ
1657	Tsum	Noon	ɲiŋɡuŋ	ɲiŋɡuŋ	ɲ i ŋ + g u ŋ	1925 1927	NOON _noon	554	ɲ i ŋ + g u ŋ
1921	Yolmo	Noon	ɲimapʰe	ɲimapʰe	ɲ i + m a + pʰ e	1925 1926 1930	NOON _noon _noon	554	ɲ i - + m a + pʰ e
8	Gyalsumdo	Nose	naɾki	naɾki	n a ɾ + k i	1948 1949	NOSE _nose	561	n a ɾ + k i
275	Jirel	Nose	n̪əu	n̪əu	n̪ əu	1948	NOSE	561	n̪ əu -
535	Kagate	Nose	nasum	nasum	n a + s u m	1948 1950	NOSE _nose	561	n a - + s u m
788	Lowa	Nose	na	na	n a	1948	NOSE	561	n a -
1047	Nubri	Nose	nat̪u	nat̪u	n a + t̪ u	1948 1951	NOSE _nose	561	n a - + t̪ u
1298	Sherpa	Nose	nəu	nəu	n əu	1948	NOSE	561	n əu -
1543	Tsum	Nose	na	na	n a	1948	NOSE	561	n a -
1806	Yolmo	Nose	n̪aɾko	n̪aɾko	n̪ a ɾ + k o	1948 1952	NOSE _nose	561	n̪ a ɾ + k o
91	Gyalsumdo	Oil	maɹku	maɹku	m a ɹ + k u	1961 1962	_oil OIL	567	m a ɹ + k u
352	Jirel	Oil	məɹɡu	məɹɡu	m ə ɹ + g u	1961 1962	_oil OIL	567	m ə ɹ + g u
611	Kagate	Oil	marku	marku	m a r + k u	1961 1962	_oil OIL	567	m a r + k u
867	Lowa	Oil	muku	muku	m u + k u	1963 1962	_oil OIL	567	m u + k u
868	Lowa	Oil	num	num	n u m	1964	OIL	566	n u m
1122	Nubri	Oil	n̪um	n̪um	n̪ u m	1964	OIL	566	n̪ u m
1375	Sherpa	Oil	n̪um	n̪um	n̪ u m	1964	OIL	566	n̪ u m
1619	Tsum	Oil	n̪um	n̪um	n̪ u m	1964	OIL	566	n̪ u m
1883	Yolmo	Oil	n̪um	n̪um	n̪ u m	1964	OIL	566	n̪ u m
142	Gyalsumdo	Old	ɲiŋpa	ɲiŋpa	ɲ i ŋ + p a	1975 1976	OLD _old	570	ɲ i ŋ + p a
401	Jirel	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	1975 1976	OLD _old	570	ɲ i ŋ + b a
659	Kagate	Old	niŋba	niŋba	n i ŋ + b a	1975 1976	OLD _old	570	n i ŋ + b a
915	Lowa	Old	ɲiŋpa	ɲiŋpa	ɲ i ŋ + p a	1975 1976	OLD _old	570	ɲ i ŋ + p a
1168	Nubri	Old	ɲiŋpa	ɲiŋpa	ɲ i ŋ + p a	1975 1976	OLD _old	570	ɲ i ŋ + p a
1422	Sherpa	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	1975 1976	OLD _old	570	ɲ i ŋ + b a
1665	Tsum	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	1975 1976	OLD _old	570	ɲ i ŋ + b a
1929	Yolmo	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	1975 1976	OLD _old	570	ɲ i ŋ + b a
118	Gyalsumdo	Older brother	atɕjo	atɕjo	a + tɕ j o	1992 1993	OLDER _older	572	a + tɕ j o
380	Jirel	Older brother	adʑjo	adʑjo	a + dʑ j o	1992 1993	OLDER _older	572	a + dʑ j o
637	Kagate	Older brother	 at̪a	at̪a	a + t̪ a	1992 1994	OLDER _older	572	a + t̪ a
894	Lowa	Older brother	adʑo	adʑo	a + dʑ o	1992 1993	OLDER _older	572	a + dʑ - o
1147	Nubri	Older brother	tɕi	tɕi	tɕ i	1995	OLDER	575	tɕ i
1401	Sherpa	Older brother	atɕjo	atɕjo	a + tɕ j o	1992 1993	OLDER _older	572	a + tɕ j o
1644	Tsum	Older brother	tɕjoʑjo	tɕjoʑjo	tɕ j o + ʑ j o	1993 1996	OLDER _older	573	tɕ j o + ʑ j o
1908	Yolmo	Older brother	ad̪a	ad̪a	a + d̪ a	1992 1994	OLDER _older	572	a + d̪ a
120	Gyalsumdo	Older sister	atɕi	atɕi	a + tɕ i	2008 2009	OLDER _older	577	a + tɕ i
382	Jirel	Older sister	adzi	adzi	a + dz i	2008 2009	OLDER _older	577	a + dz i
639	Kagate	Older sister	adzi	adzi	a + dz i	2008 2009	OLDER _older	577	a + dz i
896	Lowa	Older sister	idʑi	idʑi	i + dʑ i	2010 2009	_older OLDER	578	i + dʑ i
1149	Nubri	Older sister	jei	jei	j e i	2011	OLDER	580	j e i
1403	Sherpa	Older sister	adzi	adzi	a + dz i	2008 2009	OLDER _older	577	a + dz i
1646	Tsum	Older sister	aʑe	aʑe	a + ʑ e	2008 2012	OLDER _older	577	a + ʑ e
1910	Yolmo	Older sister	adʑi	adʑi	a + dʑ i	2008 2009	OLDER _older	577	a + dʑ i
165	Gyalsumdo	One	tɕiɡ	tɕiɡ	tɕ i g	2024	ONE	582	tɕ i g
425	Jirel	One	nd̪okpəi	nd̪okpəi	ⁿd o k + p əi	2024 2025	ONE _one	582	ⁿd o k + p əi
426	Jirel	One	tɕik	tɕik	tɕ i k	2024	ONE	582	tɕ i k
684	Kagate	One	tɕi	tɕi	tɕ i	2024	ONE	582	tɕ i -
940	Lowa	One	tɕik	tɕik	tɕ i k	2024	ONE	582	tɕ i k
1191	Nubri	One	tɕik	tɕik	tɕ i k	2024	ONE	582	tɕ i k
1445	Sherpa	One	tɕik	tɕik	tɕ i k	2024	ONE	582	tɕ i k
1688	Tsum	One	tɕik	tɕik	tɕ i k	2024	ONE	582	tɕ i k
1952	Yolmo	One	tɕi	tɕi	tɕ i	2024	ONE	582	tɕ i -
179	Gyalsumdo	One Hundred	kja	kja	k j a	2035	ONE	584	k j a
439	Jirel	One Hundred	kʰalŋa	kʰalŋa	kʰ a l + ŋ a	2036 2037	ONE _one	588	kʰ a l + ŋ a
697	Kagate	One Hundred	kjatɕik	kjatɕik	k j a + tɕ i k	2035 2038	ONE _one	584	k j a + tɕ i k
954	Lowa	One Hundred	kjat̪ʰampa	kjat̪ʰampa	k j a + t̪ʰ a m + p a	2035 2039 2040	ONE _one _one	584	k j a + t̪ʰ a m + p a
1205	Nubri	One Hundred	kjat̪ʰamba	kjat̪ʰamba	k j a + t̪ʰ a n/m + b a	2035 2039 2040	ONE _one _one	584	k j a + t̪ʰ a n/m + b a
1458	Sherpa	One Hundred	ɡjatɕik	ɡjatɕik	g j a + tɕ i k	2035 2038	ONE _one	584	g j a + tɕ i k
1701	Tsum	One Hundred	kja	kja	k j a	2035	ONE	584	k j a
1966	Yolmo	One Hundred	kjatɕi	kjatɕi	k j a + tɕ i	2035 2038	ONE _one	584	k j a + tɕ i -
87	Gyalsumdo	Onion	pjaz	pjaz	p j a z	2052	ONION	591	p j a z
348	Jirel	Onion	pjats	pjats	p j a ts	2053	ONION	592	p j a ts
607	Kagate	Onion	pjadz	pjadz	p j a dz	2054	ONION	593	p j a dz
863	Lowa	Onion	tsoŋ	tsoŋ	ts o ŋ	2055	ONION	590	ts o ŋ
1118	Nubri	Onion	tsoŋ	tsoŋ	ts o ŋ	2055	ONION	590	ts o ŋ
1371	Sherpa	Onion	pjadz	pjadz	p j a dz	2056	ONION	594	p j a dz
1615	Tsum	Onion	tsoŋɡoʔ	tsoŋɡoʔ	ts o ŋ + g o ʔ	2055 2057	ONION _onion	590	ts o ŋ + g o ʔ
1879	Yolmo	Onion	pjats	pjats	p j a ts	2058	ONION	596	p j a ts
240	Gyalsumdo	Oven	t̪ʰab	t̪ʰab	t̪ʰ a b	2062	OVEN	597	t̪ʰ a b
502	Jirel	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	2062	OVEN	597	t̪ʰ a p
752	Kagate	Oven	kwaɡa	kwaɡa	kʷ a + g a	2063 2064	OVEN _oven	598	kʷ a + g a
1012	Lowa	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	2062	OVEN	597	t̪ʰ a p
1260	Nubri	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	2062	OVEN	597	t̪ʰ a p
1511	Sherpa	Oven	t̪ʰab	t̪ʰab	t̪ʰ a b	2062	OVEN	597	t̪ʰ a b
1765	Tsum	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	2062	OVEN	597	t̪ʰ a p
2022	Yolmo	Oven	koa	koa	k oa	2065	OVEN	600	k oa
17	Gyalsumdo	Palm	laɡpat̪ʰil	laɡpat̪ʰil	l a g + p a + t̪ʰ i l	2072 2073 2074	PALM _palm _palm	601	l a g + p a + t̪ʰ i l
18	Gyalsumdo	Palm	laɡt̪ʰel	laɡt̪ʰel	l a g + t̪ʰ e l	2072 2074	PALM _palm	601	l a g + t̪ʰ e l
283	Jirel	Palm	pəɹa	pəɹa	p ə + ɹ a	2073 2075	PALM _palm	602	p ə + ɹ a
544	Kagate	Palm	t̪ʰaldze	t̪ʰaldze	t̪ʰ a l + dz e	2074 2076	PALM _palm	603	t̪ʰ a l + dz e
796	Lowa	Palm	laɡt̪ʰil	laɡt̪ʰil	l a g + t̪ʰ i l	2072 2074	PALM _palm	601	l a g + t̪ʰ i l
797	Lowa	Palm	laɡt̪ʰi	laɡt̪ʰi	l a g + t̪ʰ i	2072 2074	PALM _palm	601	l a g + t̪ʰ i -
1055	Nubri	Palm	lakpa t̪ʰil	lakpa t̪ʰil	l a k + p a + t̪ʰ i l	2072 2073 2074	PALM _palm _palm	601	l a k + p a + t̪ʰ i l
1306	Sherpa	Palm	laɡpa	laɡpa	l a g + p a	2072 2073	PALM _palm	601	l a g + p a
1551	Tsum	Palm	paɾa	paɾa	p a + ɾ a	2073 2075	PALM _palm	602	p a + ɾ a
1815	Yolmo	Palm	laɡpan̪aŋ	laɡpan̪aŋ	l a g + p a + n̪ a ŋ	2072 2073 2077	PALM _palm _palm	601	l a g + p a + n̪ a ŋ
60	Gyalsumdo	Path	lam	lam	l a m	2096	PATH	607	l a m
323	Jirel	Path	lam	lam	l a m	2096	PATH	607	l a m
582	Kagate	Path	lam	lam	l a m	2096	PATH	607	l a m
837	Lowa	Path	lam	lam	l a m	2096	PATH	607	l a m
1093	Nubri	Path	lamkja	lamkja	l a m + k j a	2096 2097	PATH _path	607	l a m + k j a
1346	Sherpa	Path	lam	lam	l a m	2096	PATH	607	l a m
1590	Tsum	Path	lam	lam	l a m	2096	PATH	607	l a m
1854	Yolmo	Path	lam	lam	l a m	2096	PATH	607	l a m
38	Gyalsumdo	Pestle	koɡt̪o	koɡt̪o	k o g + t̪ o	2106 2107	_pestle PESTLE	610	k o g + t̪ o -
300	Jirel	Pestle	nd̪aɹd̪ok	nd̪aɹd̪ok	ⁿd a ɹ + d̪ o k	2108 2107	_pestle PESTLE	610	ⁿd a ɹ + d̪ o k
561	Kagate	Pestle	t̪imbu	t̪imbu	t̪ i n/m + b u	2109 2110	PESTLE _pestle	609	t̪ i n/m + b u
815	Lowa	Pestle	jyt̪yn	jyt̪yn	j y + t̪ y n	2111 2109	_pestle PESTLE	609	j y + t̪ y n
1072	Nubri	Pestle	t̪iktsa	t̪iktsa	t̪ i k + ts a	2107 2108	PESTLE _pestle	610	t̪ i k + ts a -
1324	Sherpa	Pestle	tsʰart̪um	tsʰart̪um	tsʰ a r + t̪ u m	2108 2109	_pestle PESTLE	609	tsʰ a r + t̪ u m
1569	Tsum	Pestle	tɕʰiu	tɕʰiu	tɕʰ iu	2112	PESTLE	615	tɕʰ iu
1832	Yolmo	Pestle	t̪imbu	t̪imbu	t̪ i n/m + b u	2109 2110	PESTLE _pestle	609	t̪ i n/m + b u
261	Gyalsumdo	Pig	pʰakpa	pʰakpa	pʰ a k + p a	2122 2123	_pig PIG	616	pʰ a k + p a -
523	Jirel	Pig	pʰakpa	pʰakpa	pʰ a k + p a	2124 2123	_pig PIG	616	pʰ a k + p a -
774	Kagate	Pig	pʰa	pʰa	pʰ a	2123	PIG	616	pʰ a -
1034	Lowa	Pig	pʰak	pʰak	pʰ a k	2123	PIG	616	pʰ a k
1283	Nubri	Pig	pʰa	pʰa	pʰ a	2123	PIG	616	pʰ a -
1530	Sherpa	Pig	pʰakpa	pʰakpa	pʰ a k + p a	2125 2123	_pig PIG	616	pʰ a k + p a -
1789	Tsum	Pig	pʰaʔ	pʰaʔ	pʰ a ʔ	2123	PIG	616	pʰ a ʔ
2044	Yolmo	Pig	pʰa	pʰa	pʰ a	2123	PIG	616	pʰ a -
251	Gyalsumdo	Plank	t̪al	t̪al	t̪ a l	2134	PLANK	623	t̪ a l
513	Jirel	Plank	pʰəljak	pʰəljak	pʰ ə + l j a k	2135 2136	_plank PLANK	622	pʰ ə + l j a k
763	Kagate	Plank	paŋlek	paŋlek	p a ŋ + l e k	2137 2136	PLANK _plank	620	p a ŋ + l - e k
1023	Lowa	Plank	paŋlep	paŋlep	p a ŋ + l e p	2137 2138	PLANK _plank	620	p a ŋ + l e p
1273	Nubri	Plank	paŋlep	paŋlep	p a ŋ + l e p	2137 2138	PLANK _plank	620	p a ŋ + l e p
1521	Sherpa	Plank	jend̪ar	jend̪ar	j e n/n + d a r	2139 2140	PLANK _plank	625	j e n/n + d a r
1778	Tsum	Plank	ndɹap	ndɹap	ⁿd ɹ a p	2141	PLANK	627	ⁿd ɹ a p
2034	Yolmo	Plank	paŋlep	paŋlep	p a ŋ + l e p	2137 2138	PLANK _plank	620	p a ŋ + l e p
253	Gyalsumdo	Plough (noun)	t̪ʰoŋpa	t̪ʰoŋpa	t̪ʰ o ŋ + p a	2149 2150	PLOUGH _plough	628	t̪ʰ o ŋ + p a
515	Jirel	Plough (noun)	t̪ʰoŋba	t̪ʰoŋba	t̪ʰ o ŋ + b a	2149 2150	PLOUGH _plough	628	t̪ʰ o ŋ + b a
765	Kagate	Plough (noun)	t̪ʰoŋ	t̪ʰoŋ	t̪ʰ o ŋ	2149	PLOUGH	628	t̪ʰ o ŋ
1026	Lowa	Plough (noun)	t̪ʰoŋpa	t̪ʰoŋpa	t̪ʰ o ŋ + p a	2149 2150	PLOUGH _plough	628	t̪ʰ o ŋ + p a
1275	Nubri	Plough (noun)	t̪ʰuŋpa	t̪ʰuŋpa	t̪ʰ u ŋ + p a	2149 2150	PLOUGH _plough	628	t̪ʰ u ŋ + p a
1523	Sherpa	Plough (noun)	t̪ʰoŋba	t̪ʰoŋba	t̪ʰ o ŋ + b a	2149 2150	PLOUGH _plough	628	t̪ʰ o ŋ + b a
1780	Tsum	Plough (noun)	t̪ʰoŋ	t̪ʰoŋ	t̪ʰ o ŋ	2149	PLOUGH	628	t̪ʰ o ŋ
2036	Yolmo	Plough (noun)	t̪ʰoŋ	t̪ʰoŋ	t̪ʰ o ŋ	2149	PLOUGH	628	t̪ʰ o ŋ
81	Gyalsumdo	Potato	alo	alo	a + l o	2163 2164	POTATO _potato	631	a + l o -
342	Jirel	Potato	ɹeɡe	ɹeɡe	ɹ e + g e	2165 2166	_potato POTATO	630	ɹ e + g e
601	Kagate	Potato	he	he	h e	2167	POTATO	634	h e
857	Lowa	Potato	alok	alok	a + l o k	2163 2164	POTATO _potato	631	a + l o k
1112	Nubri	Potato	t̪ɔ:	t̪ɔ:	t̪ ɔː	2168	POTATO	635	t̪ ɔː
1365	Sherpa	Potato	ɹiɡi	ɹiɡi	ɹ i + g i	2165 2166	_potato POTATO	630	ɹ i + g i
1609	Tsum	Potato	keza	keza	k e + z a	2166 2169	POTATO _potato	630	k e + z a
1873	Yolmo	Potato	he	he	h e	2167	POTATO	634	h e
52	Gyalsumdo	Rain	nam	nam	n a m	2177	RAIN	637	n a m
314	Jirel	Rain	tɕʰjaɹba	tɕʰjaɹba	tɕʰ j a ɹ + b a	2178 2179	RAIN _rain	638	tɕʰ j a ɹ + b a
574	Kagate	Rain	nam	nam	n a m	2177	RAIN	637	n a m
828	Lowa	Rain	tɕʰjawa	tɕʰjawa	tɕʰ j a + w a	2178 2179	RAIN _rain	638	tɕʰ j a - + w a
1085	Nubri	Rain	nam	nam	n a m	2177	RAIN	637	n a m
1338	Sherpa	Rain	tɕjarpa	tɕjarpa	tɕ j a r + p a	2178 2179	RAIN _rain	638	tɕ j a r + p a
1582	Tsum	Rain	n̪amkjaus̩	n̪amkjaus̩	n̪ a m + k j aus̩/au	2177 2178	RAIN _rain	637	n̪ a m + k j aus̩/au -
1845	Yolmo	Rain	n̪əm	n̪əm	n̪ ə m	2177	RAIN	637	n̪ ə m
1846	Yolmo	Rain	n̪əmɡjabzin̪	n̪əmɡjabzin̪	n̪ ə m + g j a b + z i n̪	2177 2178 2180	RAIN _rain _rain	637	n̪ ə m + g j a b + z i n̪
57	Gyalsumdo	Rainbow	sa	sa	s a	2193	RAINBOW	641	s - a
320	Jirel	Rainbow	ndza	ndza	ⁿdz a	2193	RAINBOW	641	ⁿdz - a
579	Kagate	Rainbow	dzakormu	dzakormu	dz a + k o r + m u	2193 2194 2195	RAINBOW _rainbow _rainbow	641	dz - a + k o r + m u
833	Lowa	Rainbow	ndʑja	ndʑja	ⁿdʑ j a	2193	RAINBOW	641	ⁿdʑ j a
1090	Nubri	Rainbow	tɕja	tɕja	tɕ j a	2193	RAINBOW	641	tɕ j a
1343	Sherpa	Rainbow	dza	dza	dz a	2193	RAINBOW	641	dz - a
1587	Tsum	Rainbow	ndʑjabe	ndʑjabe	ⁿdʑ j a + b e	2193 2196	RAINBOW _rainbow	641	ⁿdʑ j a + b e
1851	Yolmo	Rainbow	za	za	z a	2193	RAINBOW	641	z - a
164	Gyalsumdo	Red	maɹpu	maɹpu	m a ɹ + p u	2205 2206	RED _red	645	m a ɹ + p u
424	Jirel	Red	məɹmu	məɹmu	m ə ɹ + m u	2205 2207	RED _red	645	m ə ɹ + m u
683	Kagate	Red	marmu	marmu	m a r + m u	2205 2207	RED _red	645	m a r + m u
939	Lowa	Red	mawo	mawo	m a + w o	2205 2208	RED _red	645	m a - + w o
1190	Nubri	Red	maɹpo	maɹpo	m a ɹ + p o	2205 2206	RED _red	645	m a ɹ + p o
1444	Sherpa	Red	mərbu	mərbu	m ə r + b u	2205 2206	RED _red	645	m ə r + b u
1687	Tsum	Red	maɹbo	maɹbo	m a ɹ + b o	2205 2206	RED _red	645	m a ɹ + b o
1951	Yolmo	Red	maɹmu	maɹmu	m a ɹ + m u	2205 2207	RED _red	645	m a ɹ + m u
79	Gyalsumdo	Rice (husked)	tɛ	tɛ	t ɛ	2222	RICE	649	t - ɛ
80	Gyalsumdo	Rice (husked)	tʰɛ	tʰɛ	tʰ ɛ	2222	RICE	649	tʰ - ɛ
341	Jirel	Rice (husked)	ɕjoɹok	ɕjoɹok	ɕ j o + ɹ o k	2223 2224	RICE _rice	650	ɕ j o - + ɹ o k
600	Kagate	Rice (husked)	brea	brea	b r ea	2225	RICE	651	b r ea
856	Lowa	Rice (husked)	nde	nde	ⁿd e	2222	RICE	649	ⁿd - e
1111	Nubri	Rice (husked)	te:	te:	t eː	2222	RICE	649	t - eː
1364	Sherpa	Rice (husked)	ɕjoɹ	ɕjoɹ	ɕ j o ɹ	2223	RICE	650	ɕ j o ɹ
1608	Tsum	Rice (husked)	ndɹe	ndɹe	ⁿd ɹ e	2222	RICE	649	ⁿd ɹ e
1872	Yolmo	Rice (husked)	mbɹe	mbɹe	ⁿb ɹ e	2225	RICE	651	ⁿb ɹ e
152	Gyalsumdo	Right	jøba	jøba	j ø + b a	2233 2234	_right RIGHT	653	j ø + b a
411	Jirel	Right	samapa	samapa	s a + m a + p a	2235 2236 2234	_right _right RIGHT	653	s a + m a + p a
671	Kagate	Right	tɕjabutsʰole	tɕjabutsʰole	tɕ j a + b u + tsʰ o + l e	2237 2238 2239 2240	RIGHT _right _right _right	657	tɕ j a + b u + tsʰ o + l e
927	Lowa	Right	jewa	jewa	j e + w a	2233 2234	_right RIGHT	653	j e + w a
1178	Nubri	Right	je	je	j e	2233	RIGHT	654	j e
1432	Sherpa	Right	laɡpaɡa	laɡpaɡa	l a g + p a + g a	2241 2234 2242	_right RIGHT _right	653	l a g + p a + g a
1675	Tsum	Right	jepa	jepa	j e + p a	2233 2234	_right RIGHT	653	j e + p a
1939	Yolmo	Right	joba	joba	j o + b a	2233 2234	_right RIGHT	653	j o + b a
46	Gyalsumdo	Ring	soɹt̪ob	soɹt̪ob	s o ɹ + t̪ o b	2253 2254	_ring RING	663	s o ɹ + t̪ o b
309	Jirel	Ring	əũtʰi	əũtʰi	ə ũ + tʰ i	2255 2256	RING _ring	666	ə ũ + tʰ i
